Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
31-JUL-2026|CASI02XXMF|MTN CAPITAL STRATEGIC INVESCO II TAHUN 2022|TERM NOTES|IDH000071109|CAPITAL STRATEGIC INVESCO, PT|ACTIVE|||IDR|Electronic||08-JUN-2027|||7|Fixed|SEMI-ANNUAL|||750000000000|750000000000|750000000000|100|0|100|OTHERS - MISCELLANENEOUS INDUSTRY|1
31-JUL-2026|CCIN01AXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI A|TERM NOTES|IDH0000601A0|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||190000000000|190000000000|190000000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01BXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI B|TERM NOTES|IDH0000601B8|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||34000000000|34000000000|34000000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01CXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI C|TERM NOTES|IDH0000601C6|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||21000000000|21000000000|21000000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01DXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI D|TERM NOTES|IDH0000601D4|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||32600000000|32600000000|32600000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01EXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI E|TERM NOTES|IDH0000601E2|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||8250000000|8250000000|8250000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01FXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI F|TERM NOTES|IDH0000601F9|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||37300000000|37300000000|37300000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01GXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI G|TERM NOTES|IDH0000601G7|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||61500000000|61500000000|61500000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01HXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI H|TERM NOTES|IDH0000601H5|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||36500000000|36500000000|36500000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01IXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI I|TERM NOTES|IDH0000601I3|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||37650000000|37650000000|37650000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01JXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI J|TERM NOTES|IDH0000601J1|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||33300000000|33300000000|33300000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01KXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI K|TERM NOTES|IDH0000601K9|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||91700000000|91700000000|91700000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01LXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI L|TERM NOTES|IDH0000601L7|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||47450000000|47450000000|47450000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CCIN01MXMF|MTN CRYSTAL CAKRAWALA INDAH I TAHUN 2019 SERI M|TERM NOTES|IDH0000601M5|CRYSTAL CAKRAWALA INDAH, PT|ACTIVE|||IDR|Electronic||22-APR-2027|||5|FLOATING|3 MONTHS|||18750000000|18750000000|18750000000|100|0|100|PROPERTY AND REAL ESTATE|1
31-JUL-2026|CMTA02X1MF|MTN II PT COMETA CAN TAHUN 2023 TAHAP I|TERM NOTES|IDH000075902|COMETA CAN, PT|ACTIVE|||IDR|Electronic||23-NOV-2028|||11|Fixed|SEMI-ANNUAL|||54000000000|54000000000|54000000000|100|0|100|OTHERS - MISCELLANENEOUS INDUSTRY|1
31-JUL-2026|CMTA02X2MF|MTN II PT COMETA CAN TAHUN 2023 TAHAP II|TERM NOTES|IDH000076009|COMETA CAN, PT|ACTIVE|||IDR|Electronic||04-DEC-2028|||11|Fixed|SEMI-ANNUAL|||54000000000|54000000000|54000000000|100|0|100|OTHERS - MISCELLANENEOUS INDUSTRY|1
31-JUL-2026|CMTA02X3MF|MTN II PT COMETA CAN TAHUN 2023 TAHAP III|TERM NOTES|IDH000076108|COMETA CAN, PT|ACTIVE|||IDR|Electronic||14-DEC-2028|||11|Fixed|SEMI-ANNUAL|||54000000000|54000000000|54000000000|100|0|100|OTHERS - MISCELLANENEOUS INDUSTRY|1
31-JUL-2026|COCO01X1MF|MTN WAHANA INTERFOOD NUSANTARA I TAHUN 2022 TAHAP I|TERM NOTES|IDH000071612|WAHANA INTERFOOD NUSANTARA Tbk, PT|ACTIVE|||IDR|Electronic||06-JUL-2028|||10.5|FIXED|3 MONTHS|||50000000000|50000000000|50000000000|100|0|100|FOOD & BEVERAGES|1
31-JUL-2026|COCO01X2MF|MTN PT WAHANA INTERFOOD NUSANTARA TBK I TAHUN 2023 TAHAP II|TERM NOTES|IDH000074004|WAHANA INTERFOOD NUSANTARA Tbk, PT|ACTIVE|||IDR|Electronic||18-APR-2028|||11.25|Fixed|3 MONTHS|||150000000000|150000000000|150000000000|100|0|100|FOOD & BEVERAGES|1
31-JUL-2026|DNTR01A1JP|SUJP YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT (PERSERO) TH2025 THP I SERI A|TERM NOTES|IDH0000780A2|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||22-OCT-2030|||2|Fixed|ANNUAL|||25000000000000|25000000000000|25000000000000|100|0|100|OTHERS - FINANCE|1
31-JUL-2026|DNTR01A2JP|SUJP YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT (PERSERO) TH2025 THP II SERI A|TERM NOTES|IDH0000801A6|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||13-DEC-2030|||2|FIXED|ANNUAL|||9807000000000|9807000000000|9807000000000|100|0|100|OTHERS - FINANCE|1
31-JUL-2026|DNTR01B1JP|SUJP YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT (PERSERO) TH2025 THP I SERI B|TERM NOTES|IDH0000780B0|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||21-OCT-2032|||2|Fixed|ANNUAL|||25000000000000|25000000000000|25000000000000|100|0|100|OTHERS - FINANCE|1
31-JUL-2026|DNTR01B2JP|SUJP YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT (PERSERO) TH2025 THP II SERI B|TERM NOTES|IDH0000801B4|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||12-DEC-2032|||2|FIXED|ANNUAL|||1575000000000|1575000000000|1575000000000|100|0|100|OTHERS - FINANCE|1
31-JUL-2026|DNTR02A1JP|SUJP II YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT TAHUN 2026 THP I SERI A|TERM NOTES|IDH0000810A7|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||18-MAR-2031|||2|Fixed|ANNUAL|||3500000000000|3500000000000|3500000000000|100|0|100|OTHERS - FINANCE|1
31-JUL-2026|DNTR02B1JP|SUJP II YANG DITAWARKAN TPU PT DANANTARA INVESTMENT MANAGEMENT TAHUN 2026 THP I SERI B|TERM NOTES|IDH0000810B5|DANANTARA INVESTMENT MANAGEMENT, PT|ACTIVE|||IDR|Electronic||17-MAR-2033|||2|Fixed|ANNUAL|||3500000000000|3500000000000|3500000000000|100|0|100|OTHERS - FINANCE|1
31-JUL-2026|GDLI03X1MF|MTN III PT GADING DANALESTARI TAHUN 2025 TAHAP I|TERM NOTES|IDH000080506|GADING DANALESTARI, PT|ACTIVE|||IDR|Electronic||24-DEC-2028|||9.5|Fixed|MONTHLY|||50000000000|50000000000|50000000000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
31-JUL-2026|GDLI03X2MF|MTN III PT GADING DANALESTARI TAHUN 2025 TAHAP II|TERM NOTES|IDH000080704|GADING DANALESTARI, PT|ACTIVE|||IDR|Electronic||29-JAN-2029|||9.5|Fixed|MONTHLY|||50000000000|50000000000|50000000000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
31-JUL-2026|GDLI03X3MF|MTN III PT GADING DANALESTARI TAHUN 2025 TAHAP III|TERM NOTES|IDH000080803|GADING DANALESTARI, PT|ACTIVE|||IDR|Electronic||12-FEB-2029|||9.5|Fixed|MONTHLY|||50000000000|50000000000|50000000000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
31-JUL-2026|GDLI03X4MF|MTN III PT GADING DANALESTARI TAHUN 2025 TAHAP IV|TERM NOTES|IDH000080902|GADING DANALESTARI, PT|ACTIVE|||IDR|Electronic||06-MAR-2029|||9.5|Fixed|MONTHLY|||50000000000|50000000000|50000000000|100|0|100|OTHERS - TRADE, SERVICES & INVESTMENT|1
31-JUL-2026|GRAF02XXMF|MTN II PT GRATAMA FINANCE INDONESIA TAHUN 2025|TERM NOTES|IDH000080308|GRATAMA FINANCE INDONESIA, PT|ACTIVE|||IDR|Electronic||02-DEC-2028|||9|Fixed|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|IHSG02XXMF|MTN II PT INTISUMBER HASIL SEMPURNA GLOBAL TAHUN 2025|TERM NOTES|IDH000079201|INTISUMBER HASIL SEMPURNA GLOBAL, PT|ACTIVE|||IDR|Electronic||25-JUL-2030|||10.35|Fixed|SEMI-ANNUAL|||180000000000|180000000000|180000000000|100|0|100|PHARMACEUTICALS|1
31-JUL-2026|IKMS02XXMF|MTN INKA MULTI SOLUSI II TAHUN 2023|TERM NOTES|IDH000075803|INKA MULTI SOLUSI, PT|ACTIVE|||IDR|Electronic||22-NOV-2028|||11.58|Fixed|3 MONTHS|||500000000000|500000000000|500000000000|100|0|100|TRANSPORTATION|1
31-JUL-2026|INPCSB01X1JP|LTN SUBORDINASI I BANK ARTHA GRAHA INTERNASIONAL TAHAP I TAHUN 2020|TERM NOTES|IDH000068501|BANK ARTHA GRAHA INTERNASIONAL Tbk, PT|ACTIVE|||IDR|Electronic||30-DEC-2027|||9.5|Fixed|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|BANK|1
31-JUL-2026|INTN01AXMF|MTN INTAN I TAHUN 2019 SERI A|TERM NOTES|IDH0000582A2|INTI LAUTAN FAJAR ABADI, PT|ACTIVE|||IDR|Electronic||14-FEB-2027|||13|FIXED|3 MONTHS|||16400000000|16400000000|16400000000|100|0|100|FISHERY|1
31-JUL-2026|INTN01BXMF|MTN INTAN I TAHUN 2019 SERI B|TERM NOTES|IDH0000582B0|INTI LAUTAN FAJAR ABADI, PT|ACTIVE|||IDR|Electronic||14-FEB-2027|||13|FIXED|3 MONTHS|||11100000000|11100000000|11100000000|100|0|100|FISHERY|1
31-JUL-2026|KEID01AXMF|MTN I KEDAUNG INDUSTRIAL SERI A|TERM NOTES|IDH0000473A4|KEDAUNG INDUSTRIAL, PT|ACTIVE|||IDR|Electronic||22-DEC-2027|||1|FLOATING|ANNUAL|||130000000000|130000000000|130000000000|0|100|100|HOUSEWARE|1
31-JUL-2026|KEID01BXMF|MTN I KEDAUNG INDUSTRIAL SERI B|TERM NOTES|IDH0000473B2|KEDAUNG INDUSTRIAL, PT|ACTIVE|||IDR|Electronic||02-MAR-2028|||1|FLOATING|ANNUAL|||120000000000|120000000000|120000000000|0|100|100|HOUSEWARE|1
31-JUL-2026|KEID01CXMF|MTN I KEDAUNG INDUSTRIAL SERI C|TERM NOTES|IDH0000473C0|KEDAUNG INDUSTRIAL, PT|ACTIVE|||IDR|Electronic||08-MAY-2028|||1|FLOATING|ANNUAL|||100000000000|100000000000|100000000000|0|100|100|HOUSEWARE|1
31-JUL-2026|KRSN01XXSCFS|SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT KRESNA KARYA TEKNOLOGI TAHUN 2026|SUKUK CROWD FUNDING|IDZ000080201|KRESNA KARYA TEKNOLOGI, PT|ACTIVE|||IDR|Electronic||10-NOV-2026||||Floating/Variable|SPECIFIC DATE|||1400000000||1400000000||||OTHER SECTORS|1
31-JUL-2026|KTSS01X4SCFS|SUKUK BKLJT 2 PT KANTI SEHATI SUKSES YANG DITAWARKAN MELALUI LAYANAN URUN DANA TAHAP IV TAHUN 2025|SUKUK CROWD FUNDING|IDZ000080706|KANTI SEHATI SUKSES, PT|ACTIVE|||IDR|Electronic||21-DEC-2026||||Floating/Variable|SPECIFIC DATE|||2000000000||2000000000||||TEXTILE, GARMENT|1
31-JUL-2026|KYKI01XXSCFS|SUKUK MUSYARAKAH PT KOYUKI INDONESIA INDUSTRI I TAHUN 2026|SUKUK CROWD FUNDING|IDZ000079203|KOYUKI INDONESIA INDUSTRI, PT|ACTIVE|||IDR|Electronic||05-JUN-2027||||Fixed|SPECIFIC DATE|||1290000000||1290000000||||OTHERS - CONSUMER GOODS INDUSTRY|1
31-JUL-2026|LINI02X1SCFS|SUKUK MUSYARAKAH BERKELANJUTAN PT LIMA INTI SINERGI II TAHAP I TAHUN 2026|SUKUK CROWD FUNDING|IDZ000079401|LIMA INTI SINERGI, PT|ACTIVE|||IDR|Electronic||15-JUN-2027||||Floating/Variable|SPECIFIC DATE|||2898400000||2898400000||||TELECOMUNICATION|1
31-JUL-2026|MASE01XXSCFS|SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT MULTI ARTHA SEGORO TAHUN 2025|SUKUK CROWD FUNDING|IDZ000074600|MULTI ARTHA SEGORO, PT|ACTIVE|||IDR|Electronic||01-AUG-2026||||Floating/Variable|SPECIFIC DATE|||1400000000||1400000000||||OTHER - BASIC INDUSTRY AND CHEMICALS|1
31-JUL-2026|MBGN01XXSCFS|SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 KOPERASI KONSUMEN JAYA MERAH PUTIH TH 2026|SUKUK CROWD FUNDING|IDZ000077207|KOPERASI KONSUMEN JAYA MERAH PUTIH|ACTIVE|||IDR|Electronic||26-SEP-2026||||Floating/Variable|SPECIFIC DATE|||1967800000||1967800000||||OTHERS - CONSUMER GOODS INDUSTRY|1
31-JUL-2026|METS01X2SCFS|SUKUK IJARAH BKLJT YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT MEIMO TORONTA SERA TAHAP II TH 2025|SUKUK CROWD FUNDING|IDZ000070400|MEIMO TORONTA SERA, PT|ACTIVE|||IDR|Electronic||04-DEC-2026||||Fixed|MONTHLY|||1300000000||1300000000||||OTHERS - CONSUMER GOODS INDUSTRY|1
31-JUL-2026|MIPA01X4SCFS|SUKUK BKLJTN I CV MITRA PERKASA YANG DITAWARKAN MELALUI LAYANAN URUN DANA TAHAP IV TAHUN 2025|SUKUK CROWD FUNDING|IDZ000077306|CV MITRA PERKASA|ACTIVE|||IDR|Electronic||15-SEP-2026||||Floating/Variable|SPECIFIC DATE|||1313000000||1313000000||||TEXTILE, GARMENT|1
31-JUL-2026|MIRK01X2SCFS|SUKUK BKLJT 1 PT MITRA REKA KONSTRUKSI YANG DITAWARKAN MELALUI LAYANAN URUN DANA THP II TAHUN 2025|SUKUK CROWD FUNDING|IDZ000077405|MITRA REKA KONSTRUKSI, PT|ACTIVE|||IDR|Electronic||08-NOV-2026||||Floating/Variable|SPECIFIC DATE|||2300000000||2300000000||||BUILDING CONSTRUCTION|1
31-JUL-2026|NHRI01X1SCFS|SUKUK MUSYARAKAH BERKELANJUTAN CV NAHARI FOOD INDONESIA TAHAP I TAHUN 2024|SUKUK CROWD FUNDING|IDZ000046103|CV NAHARI FOOD INDONESIA|ACTIVE|||IDR|Electronic||27-DEC-2026||||FLOATING|SPECIFIC DATE|||571000000||571000000||||FOOD & BEVERAGES|1
31-JUL-2026|NSIN01X4SCFS|SUKUK MUSYARAKAH BERKELANJUTAN PT NUSA SENTOSA INDONESIA TAHAP IV TAHUN 2026|SUKUK CROWD FUNDING|IDZ000081001|NUSA SENTOSA INDONESIA, PT|ACTIVE|||IDR|Electronic||15-JUN-2027||||Fixed|SPECIFIC DATE|||4700000000||4700000000||||ANIMAL HUSBANDRY|1
31-JUL-2026|PCKI01X1SCFS|SUKUK MUSYARAKAH BERKELANJUTAN PT PERISAI CAKRAWALA INDONESIA TAHAP I TAHUN 2025|SUKUK CROWD FUNDING|IDZ000056805|PERISAI CAKRAWALA INDONESIA, PT|ACTIVE|||IDR|Electronic||30-OCT-2026||||FLOATING|SPECIFIC DATE|||1150000000||1150000000||||TRANSPORTATION|1
31-JUL-2026|PMBA01X1SCFS|SUKUK BKLJT 1 PT PATRA MITRA BERKAH ABADI YANG DITAWARKAN MELALUI LAYANAN URUN DANA THP I TH 2025|SUKUK CROWD FUNDING|IDZ000056607|PATRA MITRA BERKAH ABADI, PT|ACTIVE|||IDR|Electronic||28-AUG-2026||||FLOATING|SPECIFIC DATE|||1500000000||1500000000||||CONSTRUCTION|1
31-JUL-2026|PWUT01XXSCFS|SUKUK MUSYARAKAH PT PURI WIDYA UTAMA I TAHUN 2026|SUKUK CROWD FUNDING|IDZ000081100|PURI WIDYA UTAMA, PT|ACTIVE|||IDR|Electronic||16-JUL-2028||||Fixed|SPECIFIC DATE|||1210000000||1210000000||||OTHER - BASIC INDUSTRY AND CHEMICALS|1
31-JUL-2026|RZAA03XXSCFS|SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 3 PT RIZKI ANUGERAH ABADI TAHUN 2026|SUKUK CROWD FUNDING|IDZ000079104|RIZKI ANUGERAH ABADI, PT|ACTIVE|||IDR|Electronic||20-DEC-2026||||Floating/Variable|SPECIFIC DATE|||1700000000||1700000000||||ENERGY|1
31-JUL-2026|SESH01XXSCFS|SUKUK MUSYARAKAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA CV EDREA SHAKIRA TAHUN 2026|SUKUK CROWD FUNDING|IDZ000077108|EDREA SHAKIRA, CV|ACTIVE|||IDR|Electronic||13-JAN-2027||||Fixed|SPECIFIC DATE|||4327200000||4327200000||||OTHERS - CONSUMER GOODS INDUSTRY|1
31-JUL-2026|SJIN01X1SCFS|SUKUK MUSYARAKAH BERKELANJUTAN PT SELERA JAMU INDONESIA TAHAP I TAHUN 2025|SUKUK CROWD FUNDING|IDZ000061508|SELERA JAMU INDONESIA, PT|ACTIVE|||IDR|Electronic||31-AUG-2026||||FLOATING|SPECIFIC DATE|||3500000000||3500000000||||OTHERS - CONSUMER GOODS INDUSTRY|1
31-JUL-2026|SJKN01XXSCFS|SUKUK MUSYARAKAH CV SARTIKA JAYA KUNINGAN I TAHUN 2025|SUKUK CROWD FUNDING|IDZ000068206|SARTIKA JAYA KUNINGAN, CV|ACTIVE|||IDR|Electronic||17-NOV-2026|||||SPECIFIC DATE|||1090000000||1090000000||||OTHER - BASIC INDUSTRY AND CHEMICALS|1
31-JUL-2026|SLKI01XXSCFS|SUKUK MUSYARAKAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT LABIRIN KREASI INDONESIA TAHUN 2025|SUKUK CROWD FUNDING|IDZ000069709|LABIRIN KREASI INDONESIA, PT|ACTIVE|||IDR|Electronic||28-SEP-2026|||||SPECIFIC DATE|||1024590000||1024590000||||OTHERS - CONSUMER GOODS INDUSTRY|1
31-JUL-2026|SMIX04X6SCFS|SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT METRIX INSPIRA TAHUN 2026 TAHAP 6|SUKUK CROWD FUNDING|IDZ000081308|METRIX INSPIRA, PT|ACTIVE|||IDR|Electronic||12-SEP-2026||||Fixed|SPECIFIC DATE|||567300000||567300000||||PLASTICS & PACKAGING|1
31-JUL-2026|SNTR01XXSCFS|SUKUK MUSYARAKAH PT SANITRA SAPTA UTAMA I TAHUN 2025|SUKUK CROWD FUNDING|IDZ000072703|SANITRA SAPTA UTAMA, PT|ACTIVE|||IDR|Electronic||15-JAN-2027||||Fixed|SPECIFIC DATE|||1364600000||1364600000||||OTHER - BASIC INDUSTRY AND CHEMICALS|1
31-JUL-2026|SPDN01X3SCFS|SUKUK MUSYARAKAH BERKELANJUTAN PT SPD NUSANTARA JAYA TAHAP III TAHUN 2026|SUKUK CROWD FUNDING|IDZ000078007|SPD NUSANTARA JAYA, PT|ACTIVE|||IDR|Electronic||29-APR-2027||||Fixed|SPECIFIC DATE|||1200000000||1200000000||||AUTOMOTIVE AND COMPONENTS|1
31-JUL-2026|SPTK01XXSCFS|SUKUK MUSYARAKAH PT SAYLENDRA PANCA TEKNIKA I TAHUN 2026|SUKUK CROWD FUNDING|IDZ000077801|SAYLENDRA PANCA TEKNIKA, PT|ACTIVE|||IDR|Electronic||24-OCT-2026||||Fixed|SPECIFIC DATE|||2232800000||2232800000||||OTHER - BASIC INDUSTRY AND CHEMICALS|1
31-JUL-2026|SRBR01X1SCFS|SUKUK IJARAH BKLJT YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT SARI BAROKAH GROUP THP I TH 2026|SUKUK CROWD FUNDING|IDZ000076902|SARI BAROKAH GROUP, PT|ACTIVE|||IDR|Electronic||10-APR-2027||||Fixed|MONTHLY|||1000000000||1000000000||||FOOD & BEVERAGES|1
31-JUL-2026|SRBR01X2SCFS|SUKUK IJARAH BKLJT YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT SARI BAROKAH GROUP THP II TH 2026|SUKUK CROWD FUNDING|IDZ000079906|SARI BAROKAH GROUP, PT|ACTIVE|||IDR|Electronic||24-JUN-2027||||Fixed|MONTHLY|||1047000000||1047000000||||FOOD & BEVERAGES|1
31-JUL-2026|SRMS01X1SCFS|SUKUK MUSYARAKAH BERKELANJUTAN PT SARCOLINE MAKLUN STORE TAHAP I TAHUN 2025|SUKUK CROWD FUNDING|IDZ000065707|SARCOLINE MAKLUN STORE, PT|ACTIVE|||IDR|Electronic||13-SEP-2026||||Floating/Variable|SPECIFIC DATE|||4139700000||4139700000||||OTHERS - CONSUMER GOODS INDUSTRY|1
31-JUL-2026|TEMU02X1SCFS|SUKUK IJARAH BKLJT YANG DITAWARKAN MELALUI LAYANAN URUN DANA CV LIMA SINERGI GROUP THP I THN 2026|SUKUK CROWD FUNDING|IDZ000074709|CV LIMA SINERGI GROUP|ACTIVE|||IDR|Electronic||20-FEB-2027||||Fixed|MONTHLY|||1200000000||1200000000||||FOOD & BEVERAGES|1
31-JUL-2026|TEMU02X2SCFS|SUKUK IJARAH BKLJT YANG DITAWARKAN MELALUI LAYANAN URUN DANA CV LIMA SINERGI GROUP THP II THN 2026|SUKUK CROWD FUNDING|IDZ000080904|CV LIMA SINERGI GROUP|ACTIVE|||IDR|Electronic||14-JUL-2027||||Fixed|MONTHLY|||1000000000||1000000000||||FOOD & BEVERAGES|1
31-JUL-2026|TRJY01X2SCFS|SUKUK MUSYARAKAH BERKELANJUTAN PT TRIJAYA DIGITAL TEKNOLOGI TAHAP II TAHUN 2024|SUKUK CROWD FUNDING|IDZ000043100|TRIJAYA DIGITAL TEKNOLOGI, PT|ACTIVE|||IDR|Electronic||26-MAR-2027||||FLOATING|SPECIFIC DATE|||1126700000||1126700000||||TELECOMUNICATION|1
31-JUL-2026|VNDY01XXSCFS|SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT VANADYA ANUGERAH PRATAMA TAHUN 2026|SUKUK CROWD FUNDING|IDZ000079005|VANADYA ANUGERAH PRATAMA, PT|ACTIVE|||IDR|Electronic||20-NOV-2026||||Floating/Variable|SPECIFIC DATE|||2000000000||2000000000||||OTHERS - CONSUMER GOODS INDUSTRY|1
31-JUL-2026|ZAMD01XXSCFS|SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT ZAM DELTA SUKSES GLOBALINDO TAHUN 2026|SUKUK CROWD FUNDING|IDZ000075003|ZAM DELTA SUKSES GLOBALINDO, PT|ACTIVE|||IDR|Electronic||17-FEB-2027||||Floating/Variable|SPECIFIC DATE|||3000000000||3000000000||||OTHER - BASIC INDUSTRY AND CHEMICALS|1
31-JUL-2026|ZIHN01XXSCFS|SUKUK MUSYARAKAH PT ZIHAN FASHION SENTOSA I TAHUN 2025|SUKUK CROWD FUNDING|IDZ000066200|ZIHAN FASHION SENTOSA, PT|ACTIVE|||IDR|Electronic||21-SEP-2026|||||SPECIFIC DATE|||1140000000||1140000000||||OTHERS - CONSUMER GOODS INDUSTRY|1
31-JUL-2026|AADIBQCQ6A|CALL WARRANT AADI BQ EXP 31 AGUSTUS 2026|STRUCTURED WARRANT|ID4000194503|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|03-FEB-2026|IDR|Electronic||31-AUG-2026|31-AUG-2026|9308|||||||210000000|210000000|100|0|100|SECURITIES COMPANY|29
31-JUL-2026|AADIBQCV6A|CALL WARRANT AADI BQ EXP 30 OKTOBER 2026|STRUCTURED WARRANT|ID4000225109|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|08-JUN-2026|IDR|Electronic||30-OCT-2026|30-OCT-2026|10000|||||||200000000|200000000|100|0|100|SECURITIES COMPANY|36
31-JUL-2026|AADIBQCZ6A|CALL WARRANT AADI BQ EXP 30 DESEMBER 2026|STRUCTURED WARRANT|ID4000233301|KOREA INVESTMENT AND SEKURITAS INDONESIA, PT|ACTIVE|IDX|19-JUN-2026|IDR|Electronic||30-DEC-2026|30-DEC-2026|10600|||||||160000000|160000000|100|0|100|SECURITIES COMPANY|36
31-JUL-2026|AADIDRCV6A|CALL WARRANT AADI DR EXP 02 OKTOBER 2026|STRUCTURED WARRANT|ID4000217502|RHB SEKURITAS INDONESIA, PT|ACTIVE|IDX|21-MAY-2026|IDR|Electronic||02-OCT-2026|02-OCT-2026|8104|||||||300000000|300000000|100|0|100|SECURITIES COMPANY|26
